Tipo,Name / Id,Index (Revision),Version,Maturity,Designation,English designation,Propietario,Project,Organization,Family Project,Route State,Approval Status,Assignee
Doc Plan,791A87426R,---,3,Validated,ALLONGE LAT D DOUBLURE JUPE AR,"EXT-RR APRON INR PANEL, RH SIDE",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,791A87426R,--A,4,Validated,ALLONGE LAT D DOUBLURE JUPE AR,"EXT-RR APRON INR PANEL, RH SIDE",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,791A87426R,--B,6,Validated,ALLONGE LAT D DOUBLURE JUPE AR,"EXT-RR APRON INR PANEL, RH SIDE",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,791A87426R,--C,7,Validated,ALLONGE LAT D DOUBLURE JUPE AR,"EXT-RR APRON INR PANEL, RH SIDE",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,791A87426R,--D,9,Validated,ALLONGE LAT D DOUBLURE JUPE AR,"EXT-RR APRON INR PANEL, RH SIDE",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,,,
Doc Plan,791A87426R,--E,10,Validated,ALLONGE LAT D DOUBLURE JUPE AR,"EXT-RR APRON INR PANEL, RH SIDE",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,,,
Doc Plan,791A87426R,--F,11,Validated,ALLONGE LAT D DOUBLURE JUPE AR,"EXT-RR APRON INR PANEL, RH SIDE",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve,z014077
Doc Plan,791105156R,--A,1,Validated,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,791105156R,--B,3,Validated,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,791105156R,--C,5,Validated,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,791105156R,--D,7,Validated,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,791105156R,--E,9,Validated,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,791105156R,--F,10,Refused,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",z018939,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,791105156R,--F,11,Validated,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",z016614,UB_PFJ_LS,VEH,HHA,Finished,Approve,z014077
Doc Plan,791105156R,--G,12,Refused,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",z016614,UB_PFJ_LS,VEH,HHA,Stopped,Reject|<br/>,z014077|<br/>z006313
Doc Plan,791105156R,--G,13,Validated,DOUBLURE JUPE PARTIE INF,"PANEL-INR, APRON, LWR PART",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve,z006313|<br/>z014077
Doc Plan,745C60797R,---,1,Validated,RENFORT FIX PANIER ROUE SECOURS ASS,SUPT ASSY - SPARE WHEEL WELL MTG,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,745C60797R,--A,2,Validated,RENFORT FIX PANIER ROUE SECOURS ASS,SUPT ASSY - SPARE WHEEL WELL MTG,z014079,UB_PFJ_LS,VEH,HHA,Finished,Approve,z014077
Doc Plan,745C60797R,--B,3,Validated,RENFORT FIX PANIER ROUE SECOURS ASS,SUPT ASSY - SPARE WHEEL WELL MTG,z013754,UB_PFJ_LS,VEH,HHA,Finished,Approve,z014077
Doc Plan,215426091R,---,1,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,215426091R,--A,2,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,215426091R,--B,3,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,215426091R,--C,6,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",GDGADM,ET_RENAULT,VEH,J92,,,
Doc Plan,215428798R,---,1,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,215428798R,--A,2,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",z016614,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,215428798R,--B,4,Refused,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",z016614,UB_PFJ_LS,VEH,HHA,Stopped,|<br/>|<br/>Reject,z001212|<br/>z014077|<br/>z006313
Doc Plan,215428798R,--B,5,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",z016614,UB_PFJ_LS,VEH,HHA,Finished,Approve|<br/>Approve|<br/>Approve,z001212|<br/>z014077|<br/>z006313
Doc Plan,215428798R,--C,6,Validated,EQUERRE FIX RADIATEUR,"BRKT-MTG, RAD",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve,z014077
Doc Plan,625100752R,---,5,Validated,TRAVERSE SUP FACE AV ASS,"MBR ASSY-CROSS, FR END, UPR",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,625100752R,--A,7,Validated,TRAVERSE SUP FACE AV ASS,"MBR ASSY-CROSS, FR END, UPR",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,625100752R,--B,12,Validated,TRAVERSE SUP FACE AV ASS,"MBR ASSY-CROSS, FR END, UPR",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,625100752R,--C,14,Validated,TRAVERSE SUP FACE AV ASS,"MBR ASSY-CROSS, FR END, UPR",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,,,
Doc Plan,625100752R,--D,15,Validated,TRAVERSE SUP FACE AV ASS,"MBR ASSY-CROSS, FR END, UPR",ADMTE_TOUSR,ET_RENAULT,SYN,HHA,,,
Doc Plan,256279602R,---,5,Validated,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,py04922,ET_RENAULT,VEH,J92,,,
Doc Plan,256279602R,--A,6,Validated,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,py04922,ET_RENAULT,VEH,J92,,,
Doc Plan,256279602R,--B,7,Validated,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,py04922,ET_RENAULT,VEH,J92,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,ay10186|<br/>bw59069|<br/>ay11167|<br/>ay29303|<br/>a192101
Doc Plan,256279602R,--C,8,Refused,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,z013610,ET_RENAULT,VEH,J92,Stopped,Reject|<br/>,z001212|<br/>bw59069
Doc Plan,256279602R,--C,9,Validated,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,z014079,ET_RENAULT,VEH,J92,Finished,Approve,z001212
Doc Plan,256279602R,--D,10,Validated,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,z016614,ET_RENAULT,VEH,J92,Finished,Approve,z001212
Doc Plan,256279602R,--E,11,Refused,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,z013609,ET_RENAULT,VEH,J92,Stopped,Reject,z001212
Doc Plan,256279602R,--E,12,Validated,SUPPORT AVERTISSEUR SONORE ASS,BRKT ASSY-HORN,z021237,ET_RENAULT,VEH,J92,Finished,Approve,z001212
Doc Plan,751C45180R,---,2,Validated,RENFORT AR G SUR CAISSE SSP GMP ASS,"REINF ASSY-POWERTRAIN SUSP ON BODY,RR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,751C45180R,--A,3,Validated,RENFORT AR G SUR CAISSE SSP GMP ASS,"REINF ASSY-POWERTRAIN SUSP ON BODY,RR LH",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,,,
Doc Plan,641212961R,---,1,Validated,REHAUSSE COUPELLE AV G ASS,HEIGHTENER ASSY-FR LH SUSP TURRET,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,641212961R,--A,3,Validated,REHAUSSE COUPELLE AV G ASS,HEIGHTENER ASSY-FR LH SUSP TURRET,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,641212961R,--B,4,Refused,REHAUSSE COUPELLE AV G ASS,HEIGHTENER ASSY-FR LH SUSP TURRET,z018943,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,641212961R,--B,5,Refused,REHAUSSE COUPELLE AV G ASS,HEIGHTENER ASSY-FR LH SUSP TURRET,z016614,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,641212961R,--B,6,Validated,REHAUSSE COUPELLE AV G ASS,HEIGHTENER ASSY-FR LH SUSP TURRET,z013754,UB_PFJ_LS,VEH,HHA,Finished,Approve,z014077
Doc Plan,641212961R,--C,7,Validated,REHAUSSE COUPELLE AV G ASS,HEIGHTENER ASSY-FR LH SUSP TURRET,z013754,UB_PFJ_LS,VEH,HHA,Finished,Approve|<br/>Approve,z014077|<br/>z006313
Doc Plan,657755170R,---,5,Validated,PONTET FIX BEQUILLE CAPOT AV,"ARCH-CONN, FR HOOD STRUT MTG",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,657755170R,--B,6,Validated,PONTET FIX BEQUILLE CAPOT AV,"ARCH-CONN, FR HOOD STRUT MTG",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,657755170R,--C,7,Validated,PONTET FIX BEQUILLE CAPOT AV,"ARCH-CONN, FR HOOD STRUT MTG",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,657755170R,--D,9,Validated,PONTET FIX BEQUILLE CAPOT AV,"ARCH-CONN, FR HOOD STRUT MTG",ADMTE_TOUSR,ET_RENAULT,SYN,HHA,,,
Doc Plan,663402873R,---,3,Validated,RENFORT AV D ARTC CAPOT ASS,"REINF ASSY-HOOD HINGE, FR RH",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663402873R,--A,4,Validated,RENFORT AV D ARTC CAPOT ASS,"REINF ASSY-HOOD HINGE, FR RH",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve|<br/>Approve,z006313|<br/>z014077|<br/>z014077
Doc Plan,663419811R,---,1,Validated,RENFORT AV G ARTC CAPOT ASS,"REINF ASSY-HOOD HINGE, FR LH",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663419811R,--A,2,Refused,RENFORT AV G ARTC CAPOT ASS,"REINF ASSY-HOOD HINGE, FR LH",z018943,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,663419811R,--A,3,Refused,RENFORT AV G ARTC CAPOT ASS,"REINF ASSY-HOOD HINGE, FR LH",z013162,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,663419811R,--A,4,Validated,RENFORT AV G ARTC CAPOT ASS,"REINF ASSY-HOOD HINGE, FR LH",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve,z006313|<br/>z014077
Doc Plan,762421633R,---,2,Validated,PARTIE AV DOUBLURE PIED AV D ASS,"PART ASSY-FR RH INR PLR, FR",GDGADM,ET_RENAULT,SYN,J92,,,
Doc Plan,762421633R,--A,3,Validated,PARTIE AV DOUBLURE PIED AV D ASS,"PART ASSY-FR RH INR PLR, FR",la00159,ET_RENAULT,VEH,J92,,,
Doc Plan,762421633R,--B,4,Validated,PARTIE AV DOUBLURE PIED AV D ASS,"PART ASSY-FR RH INR PLR, FR",la00159,ET_RENAULT,VEH,J92,,,
Doc Plan,762421633R,--C,5,Validated,PARTIE AV DOUBLURE PIED AV D ASS,"PART ASSY-FR RH INR PLR, FR",z021237,ET_RENAULT,VEH,J92,Finished,Approve,z001212
Doc Plan,762421633R,--D,6,Refused,PARTIE AV DOUBLURE PIED AV D ASS,"PART ASSY-FR RH INR PLR, FR",py06211,ET_RENAULT,VEH,J92,Stopped,|<br/>|<br/>Reject|<br/>|<br/>Approve|<br/>Approve,POOL_PROTECTION PIETON|<br/>POOL_CHOC FRTL PRTN OCCUPANT|<br/>ay32815|<br/>ay08894|<br/>a031462|<br/>a031462
Doc Plan,762421633R,--D,7,Refused,PARTIE AV DOUBLURE PIED AV D ASS,"PART ASSY-FR RH INR PLR, FR",py07156,ET_RENAULT,VEH,J92,Stopped,Approve|<br/>|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Reject,ay32815|<br/>ay08894|<br/>a031462|<br/>a031462|<br/>a192101|<br/>a034082
Doc Plan,762421633R,--D,8,Refused,PARTIE AV DOUBLURE PIED AV D,"INR-FR RH PLR,FR PART",py07156,ET_RENAULT,VEH,J92,Stopped,|<br/>Approve|<br/>|<br/>Approve|<br/>Approve,POOL_CHOC FRTL PRTN OCCUPANT|<br/>ay08894|<br/>ay32815|<br/>a031462|<br/>a031462
Doc Plan,762421633R,--D,9,Proposed,PARTIE AV DOUBLURE PIED AV D,"INR-FR RH PLR,FR PART",py07156,ET_RENAULT,VEH,J92,Started,|<br/>|<br/>Approve|<br/>Approve|<br/>Approve,ay09441|<br/>ay08894|<br/>a031462|<br/>a031462|<br/>a192101
Doc Plan,762310683R,---,2,Validated,DOUBLURE PIED AV ASS,"PLR ASSY-FR, INR",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,762310683R,--A,3,Validated,DOUBLURE PIED AV ASS,"PLR ASSY-FR, INR",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,762310683R,--B,6,Refused,DOUBLURE PIED AV ASS,"PLR ASSY-FR, INR",z016614,UB_PFJ_LS,VEH,HHA,Stopped,Reject|<br/>,z014077|<br/>z006313
Doc Plan,762310683R,--B,7,Validated,DOUBLURE PIED AV ASS,"PLR ASSY-FR, INR",z013754,UB_PFJ_LS,VEH,HHA,Finished,Approve|<br/>Approve,z014077|<br/>z006313
Doc Plan,762310683R,--C,10,Validated,DOUBLURE PIED AV ASS,"PLR ASSY-FR, INR",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve,z014077
Doc Plan,2DM194993R,---,2,Refused,REINF-DASH_CRASH,REINF-DASH_CRASH,z016614,UB_PFJ_LS,VEH,XHA,Stopped,Reject,z014077
Doc Plan,2DM194993R,---,4,Refused,REINF-DASH,REINF-DASH,z016614,UB_PFJ_LS,VEH,XHA,Stopped,|<br/>Reject|<br/>|<br/>,POOL_CHOC FRTL PRTN OCCUPANT|<br/>z014077|<br/>z006313|<br/>ay24668
Doc Plan,2DM194993R,---,5,Validated,REINF-DASH,REINF-DASH,ADMTE_TOUSR,ET_RENAULT,VEH,XHA,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,z014077|<br/>z006313|<br/>ay24668|<br/>a192101
Doc Plan,762313208R,---,1,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,762313208R,--A,2,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,762313208R,--B,3,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,762313208R,--C,4,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,762313208R,--D,5,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,762313208R,--E,6,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,762313208R,--F,7,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,762313208R,--G,9,Proposed,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Stopped,|<br/>Approve|<br/>Approve,POOL_CHOC LAT PRTN OCCUPANT|<br/>lb00113|<br/>ay23835
Doc Plan,762313208R,--G,10,Validated,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",pm12025,UB_PFJ_LS,VEH,HHA,Finished,Approve|<br/>Approve|<br/>Approve,lb00113|<br/>bw59069|<br/>a033370
Doc Plan,762313208R,--H,11,Refused,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",la00159,UB_PFJ_LS,VEH,HHA,Stopped,|<br/>|<br/>|<br/>Approve,POOL_CHOC LAT PRTN OCCUPANT|<br/>lb08014|<br/>bw59069|<br/>lb03006
Doc Plan,762313208R,--H,12,Refused,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",z018948,UB_PFJ_LS,VEH,HHA,Stopped,|<br/>|<br/>|<br/>Approve,lb08014|<br/>lb03006|<br/>bw58602|<br/>a192101
Doc Plan,762313208R,--H,13,Refused,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",z023457,UB_PFJ_LS,VEH,HHA,Stopped,Reject|<br/>|<br/>|<br/>|<br/>,a192101|<br/>bw58602|<br/>POOL_CHOC LAT PRTN OCCUPANT|<br/>lb03006|<br/>lb08014
Doc Plan,762313208R,--H,14,Frozen,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",z018948,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,762313208R,--H,15,Refused,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",z023424,UB_PFJ_LS,VEH,HHA,Stopped,|<br/>Reject|<br/>Reject|<br/>Approve|<br/>Approve,lb08014|<br/>bw58602|<br/>a192101|<br/>lb03006|<br/>a033370
Doc Plan,762313208R,--H,16,Frozen,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",z008537,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,762313208R,--H,17,Refused,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",z008537,UB_PFJ_LS,VEH,HHA,Stopped,|<br/>Reject|<br/>|<br/>Approve|<br/>,a192101|<br/>bw59069|<br/>POOL_CHOC LAT PRTN OCCUPANT|<br/>lb03006|<br/>lb08014
Doc Plan,762313208R,--H,18,Frozen,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",z020055,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,762313208R,--H,19,Frozen,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",pm15366,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,762313208R,--H,20,Frozen,DOUBLURE PIED AV G ASS,"PLR ASSY-FR, INR LH",pm15366,ET_RENAULT,VEH,HHA,,,
Doc Plan,762313208R,--H,21,Validated,DOUBLURE PIED AV D,"PLR-FR, INR RH",pm16722,ET_RENAULT,VEH,HHA,Finished,None|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,bw59069|<br/>lb03008|<br/>lb03322|<br/>a192101|<br/>a192101
Doc Plan,762313208R,--J,22,Validated,DOUBLURE PIED AV G,"PLR-FR, INR LH",au01849,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,au00864|<br/>a031462|<br/>a031462|<br/>a031462|<br/>a192101
Doc Plan,678758899R,--B,4,Validated,SUPPORT G PARTIE SUP TRV POSTE CDTE ASS,"BRKT ASSY-INST STAY UPR PART, LH",GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,749879090R,---,4,Validated,SUPPORT HABILLAGE AV CONSOLE,BRKT-CONSOLE FR TRIM,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,749879090R,--A,5,Validated,SUPPORT HABILLAGE AV CONSOLE,BRKT-CONSOLE FR TRIM,z013754,UB_PFJ_LS,VEH,HHA,Finished,Approve,z014077
Doc Plan,749879090R,--B,6,Validated,SUPPORT HABILLAGE AV CONSOLE,BRKT-CONSOLE FR TRIM,ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve,z014077
Doc Plan,743G69174R,---,2,Validated,SUPPORT CONSOLE CTL PLANCHE BORD SUR SBS,BRKT-INST PANEL CTR CONSOLE ON SUBFRAME,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,743G69174R,--A,4,Validated,SUPPORT CONSOLE CTL PLANCHE BORD SUR SBS,BRKT-INST PANEL CTR CONSOLE ON SUBFRAME,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,743G69174R,--B,5,Validated,SUPPORT CONSOLE CTL PLANCHE BORD SUR SBS,BRKT-INST PANEL CTR CONSOLE ON SUBFRAME,z013754,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,743G69174R,--C,6,Validated,SUPPORT CONSOLE CTL PLANCHE BORD SUR SBS,BRKT-INST PANEL CTR CONSOLE ON SUBFRAME,ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve,z006313|<br/>z014077
Doc Plan,175281690R,---,3,Validated,SUPPORT CANALISATION 2 MISE AIR RZ CRBT,BRKT-FUEL TANK VENT 2ND HOSE,ADMTE_TOUSR,ET_RENAULT,VEH,HHA,,,
Doc Plan,762197831R,---,2,Validated,RENFORT SUP CHOC PIED AV G,"REINF-FR LH PILLAR DAMPER,UPR",GDGADM,ET_RENAULT,VEH,J87,,,
Doc Plan,762197831R,--A,4,Validated,RENFORT SUP CHOC PIED AV G,"REINF-FR LH PILLAR DAMPER,UPR",GDGADM,ET_RENAULT,VEH,J87,,,
Doc Plan,762197831R,--B,5,Validated,RENFORT SUP CHOC PIED AV G,"REINF-FR LH PILLAR DAMPER,UPR",ps06175,ET_RENAULT,VEH,J87,Finished,Approve|<br/>Approve|<br/>Approve,a190166|<br/>a192101|<br/>a033370
Doc Plan,762194332R,---,2,Validated,RENFORT SUP CHOC PIED AV G,"REINF-FR LH PILLAR DAMPER,UPR",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663384047R,---,2,Validated,PONTET FIX ESSUIE-VITRE,"ARCH-CONN,WS WIPER MTG",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663384047R,--A,3,Refused,PONTET FIX ESSUIE-VITRE,"ARCH-CONN,WS WIPER MTG",z018943,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,663384047R,--A,4,Refused,PONTET FIX ESSUIE-VITRE,"ARCH-CONN,WS WIPER MTG",z013162,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,663384047R,--A,5,Validated,PONTET FIX ESSUIE-VITRE,"ARCH-CONN,WS WIPER MTG",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve,z014077|<br/>z006313
Doc Plan,663360804R,---,1,Validated,RENFORT SUPPORT CTL ESSUIE VITRE ASS,"REINF ASSY-WS WIPER, CTR BRKT",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663360804R,--A,2,Refused,RENFORT SUPPORT CTL ESSUIE VITRE ASS,"REINF ASSY-WS WIPER, CTR BRKT",z018943,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,663360804R,--A,3,Validated,RENFORT SUPPORT CTL ESSUIE VITRE ASS,"REINF ASSY-WS WIPER, CTR BRKT",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve,z006313|<br/>z014077
Doc Plan,663004170R,---,1,Validated,CLOISON CHAUFFAGE PARTIE AV P-ASS,PTN PRE ASSY-FR PART HEATER,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663004170R,--A,2,Validated,CLOISON CHAUFFAGE PARTIE AV P-ASS,PTN PRE ASSY-FR PART HEATER,z016614,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663004170R,--B,3,Validated,CLOISON CHAUFFAGE PARTIE AV P-ASS,PTN PRE ASSY-FR PART HEATER,z016614,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,663004170R,--C,4,Refused,CLOISON CHAUFFAGE PARTIE AV P-ASS,PTN PRE ASSY-FR PART HEATER,z016614,UB_PFJ_LS,VEH,HHA,Stopped,Reject|<br/>,z014077|<br/>z006313
Doc Plan,663004170R,--C,5,Validated,CLOISON CHAUFFAGE PARTIE AV P-ASS,PTN PRE ASSY-FR PART HEATER,ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve,z006313|<br/>z014077
Doc Plan,661007433R,---,1,Validated,CLOISON CHAUFFAGE ASS,BAFFLE ASSY-HEATER,GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,661007433R,--A,2,Validated,CLOISON CHAUFFAGE ASS,BAFFLE ASSY-HEATER,GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,661007433R,--B,4,Validated,CLOISON CHAUFFAGE ASS,BAFFLE ASSY-HEATER,GDGADM,UB_PFJ_LS,SYN,HHA,,,
Doc Plan,661007433R,--C,6,Validated,CLOISON CHAUFFAGE ASS,BAFFLE ASSY-HEATER,ADMTE_TOUSR,ET_RENAULT,VEH,HHA,,,
Doc Plan,661007433R,--D,7,Refused,CLOISON CHAUFFAGE ASS,BAFFLE ASSY-HEATER,la00159,UB_PFJ_LS,VEH,HHA,Stopped,Approve|<br/>Approve|<br/>Reject|<br/>Approve|<br/>Approve|<br/>Approve,lb08014|<br/>lb03006|<br/>bw59069|<br/>ay24668|<br/>a034082|<br/>a192101
Doc Plan,661007433R,--D,8,Validated,CLOISON CHAUFFAGE ASS,BAFFLE ASSY-HEATER,la00159,UB_PFJ_LS,VEH,HHA,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve|<br/>Approve,lb08014|<br/>lb03006|<br/>bw58602|<br/>ay24668|<br/>bw59069|<br/>la00159|<br/>a192101|<br/>a034082
Doc Plan,668629208R,---,2,Validated,ELEMENT FRMT BOITE EAU,"MBR-CLOSING, WATER BOX",GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,668629208R,--A,3,Validated,ELEMENT FRMT BOITE EAU,"MBR-CLOSING, WATER BOX",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve,z014077
Doc Plan,668629208R,--B,4,Validated,ELEMENT FRMT BOITE EAU,"MBR-CLOSING, WATER BOX",ADMTE_TOUSR,ET_RENAULT,VEH,HHA,Finished,Approve|<br/>Approve,z006313|<br/>z014077
Doc Plan,256427787R,---,5,Validated,SUPPORT AVERTISSEUR CDM PR ELGM ASS,BRKT ASSY-DISTANCE DOOR LOCKING HORN,GDGADM,UB_PFJ_LS,VEH,HHA,,,
Doc Plan,256427787R,--A,6,Refused,SUPPORT AVERTISSEUR CDM PR ELGM ASS,BRKT ASSY-DISTANCE DOOR LOCKING HORN,z018948,UB_PFJ_LS,VEH,HHA,Stopped,Reject,z014077
Doc Plan,256427787R,--A,7,Validated,SUPPORT AVERTISSEUR CDM PR ELGM ASS,BRKT ASSY-DISTANCE DOOR LOCKING HORN,z016614,UB_PFJ_LS,VEH,HHA,Finished,Approve,z014077
