Level;Name/Id;Index (Revision);Versión;Maturity.x;Designation.x;English Designation;Ruta;Route State;Tarea;Assignee;Approval Status;Comentarios;Field of Expertise;Designation.y;Maturity.y;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;causa_rechazo;validacion_andres
1;766300010R;#¿NOMBRE?;29;Refused;DOUBLURE CUSTODE D;PANEL-INR,RH QTR;R-0076078;Stopped;"IT-0242576
IT-0242577
IT-0242578
IT-0242579
IT-0242580
IT-0242581
IT-0242582
IT-0242583";"a177796
a192101
a030348
POOL_CHOC LAT PRTN OCCUPANT
ac61710
py04045
ay24668
bw59069";"Approve
Approve
Approve
None
Reject
None
Approve
Approve";"ok (vu lup, intergration inde, ajou nota 10 matiere)


This part seems to be not concerned by the R074 domains.
No seat anchorages and no luggage retention net anchorages on this parts
If it is the case, please remove the R074 label and do not sent in signature for this pool";"POOL_ANCRAGE C/S RESISTANCE
POOL_CHOC AR STRUCTURE
POOL_ANCRAGE C/S LOCALISATION

POOL_SIEGE ANCRAGE SIEGE VP VU

ANTICORROSION
Endurance Generale";DOUBLURE CUSTODE D;Refused;3;4;0,75;11;SUPERSTRUCTURE;X79;F18710;Fonction;DOUBLURE DE COTE DE CAISSE D;Renault;1;Projet;SUV 5 PORTES 4X2;;NA;NA;11;MOP;0RDBA;NA;4;Valide;"	";19/11/2015;F18710/AA;NA;;DOUBLURE DE CUSTODE D;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0RDBA;Officielle;;;;BE;;NA;DOC 400150;766320081R;DOUBLURE CUSTODE D;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;MOP;0M000;Officielle;EXT;0M000;Officielle; MOP,OCM,UAS;NA;RQE;NA;-;SFK;;AUTOMOBILE DACIA S.A. ACHATS;SN;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;;;;---;BE;---;BE;NA;3,031;Calculée;DX54D+Z100MBO Z100;0.64;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;1;Non partagé;técnico;
1;767135177R;#¿NOMBRE?;24;Refused;PASSAGE ROUE EXT AR G;WHEEL HOUSE-RR OTR LH;R-0023189;Stopped;"IT-0077627
IT-0077628
IT-0077629
IT-0077630
IT-0077631
IT-0077632";"ay23642
ay24268
ay24668
bw59069
a177796
a030348";"Reject
None
Approve
None
Approve
Approve";Rejection pour un petite correction;"

Anticorrosion

POOL_ANCRAGE C/S RESISTANCE
POOL_ANCRAGE C/S LOCALISATION";PASSAGE ROUE EXT AR G;Refused;2;7;0,2857143;11;SUPERSTRUCTURE;X52;F18756;Fonction;STRUCTURE DE PASSAGE DE ROUE EXT AR G SUR CAISSE;Renault;7;Projet; BERLINE B52  - MOP, RMA, TAN (PH1+PH2);;NA;NA;1;RMA;0M000;NA;1;Valide;"	";01/10/2015;F18756/AA;NA;;PASSAGE DE ROUE EXT AR G;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;RMA;0M000;Officielle;;;;BE;;NA;DOC 400150;767139143R;PASSAGE ROUE EXT AR G;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; RMA,MOP,UAS;NA;RQ-;NA;D;SF0;;RENAULT TANGER EXPLOITATION;5K;;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;2,524;Calculée;DC04-A-M SANS;0.65;Plan et Num 3D obligatoires;Renault;Plan;--R;23;;forma;
1;731120038R;--R;17;Refused;PAVILLON;ROOF;R-0082031;Stopped;IT-0261889;au00830;Reject;add DEVO for second ref.;;PAVILLON;Refused;1;2;0,5;11;SUPERSTRUCTURE;X79;F10471;Fonction;PAVILLON;Renault;1;Projet;SUV 5 PORTES AVEC BARRE TOIT SANS PITESTI DD;;NA;NA;1;MOP;0M000;NA;1;Valide;"	";17/12/2014;F10471/AC;NA;;PAVILLON;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0M000;Officielle;;;;BE;;NA;DOC 400130;731120038R;PAVILLON;PIE;Renault;65320;;Renault;NA; PCE Pièce, Unité;MOP;0M000;Officielle;;;; MOP,OCM;NA;PQ-;NA;D;SFK;800;AUTOMOBILE DACIA S.A. ACHATS;YL;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;Initialisation par PDP;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;13,85;Calculée;DX54D+Z100MCO 6µ MINI ZN/FAC;0.7;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;2;Non partagé;técnico;
1;781415066R;#¿NOMBRE?;13;Refused;ELEMENT SUPPORT FEU AR G ASS;SUPT ASSY-RR LAMP,LH;R-0026057;Stopped;"IT-0087016
IT-0087017
IT-0087018";"ay23642
ay28082
bw59069";"Reject
Approve
None";Correction sur le P2D;"
ANTICORROSION
";ELEMENT SUPPORT FEU AR G ASS;Refused;1;5;0,2;11;SUPERSTRUCTURE;X52;F10646;Fonction;STRUCTURE D' ADAPTATION DE FEU AR SUR CAISSE;Renault;2;Projet; BERLINE B52 - COR, UAS, TOA (PH1+PH2);;NA;NA;5;TOA;0M000;NA;1;Valide;"	";07/12/2015;F10646/AB;NA;;ELEMENT 1 SUPPORT DE FEU AR G SUR CAISSE;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0M000;Officielle;;;;BE;;NA;DOC 4.90/100;781410763R;ELEMENT SUPPORT FEU AR G;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;MOP;0M000;Officielle;EXT;0M000;Officielle; MOP,TAN;NA;-Q-;NA;D;SF0;;AUTOMOBILE DACIA S.A. ACHATS;XA;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;1,996;Calculée;DC04-A-M SANS;0.95;Plan et Num 3D obligatoires;Renault;Plan;--F;11;;técnico;
1;791007720R;#¿NOMBRE?;6;Refused;JUPE AR ASS;APRON ASSY-RR;R-0019866;Stopped;"IT-0066648
IT-0066649
IT-0066650";"ay24668
bw59069
z001212";"Approve
Reject
Approve";POOL_CHOC AR STRUCTURE - It is not my area of expertise;"ANTICORROSION
Endurance Generale
";JUPE AR;Refused;1;2;0,5;11;SUPERSTRUCTURE;X79;ASS001072;Fonction;JUPE AR ASS;Renault;1;Projet;SUV 5 PORTES;;NA;NA;1;MOP;0RDBA;NA;1;Valide;"	";24/08/2018;ASS001072;NA;;JUPE AR ASS;8708.29;NA;Fournisseur;0;0;NA;0;0;NA;1;NA;;;MOP;0RDBA;Officielle;;;;BE;;NA;DOC 400190;791007720R;JUPE AR ASS;PIE;Renault;65320;;Renault;NA; PCE Pièce, Unité;MOP;0M000;Officielle;;;; EXT,MOP;NA;RQ-;NA;*;9S0;800;AUTOMOBILE DACIA S.A. ACHATS;C6;;Non;NA;NA;Non définie;Non définie;Initialisation par PDP;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;1,012;Calcul automatique;DC04 AM SANS;0.95;Plan de définition obligatoire;Renault;Plan;#¿NOMBRE?;10;;procedimiento;
1;751750546R;#¿NOMBRE?;21;Refused;LONGERON CTL D SOUS PLANCHER ASS;MBR ASSY-SIDE, UNDER FLOOR, CTR RH;R-0118320;Stopped;"IT-0385969
IT-0385970
IT-0385971";"a192101
ay08894
ay32815";"Approve
None
Approve";ok (ajou tol);"POOL_CHOC FRTL PRTN OCCUPANT

Anti-corrosion";LONGERON CTL G SOUS PLANCHER ASS;Refused;3;7;0,4285714;12;SOUBASSEMENT;X52;F10731;Fonction;PLANCHER CENTRAL;Renault;9;Projet; BREAK ET TRICORPS L52/TLALGE (PH1) ET KL52/DG (PH2) - TAN, MOP, RMA, TOA;;NA;NA;3;TAN;0M000;NA;3;Valide;"	";03/06/2016;F10731/BN;NA;;ELEMENT FERMETURE DE RENFORT CHOC G DE PLANCHER CTL;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;;;;EXT;0M000;Officielle;BE;;NA;DOC 426001;743T39051R;EL FRMT RENFORT CHOC G PLANCHER CTL;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; TOA,UAS,MOP,RMA,TAN,ORU,ARU,OCM,COR,EXT;NA;PQ-;NA;-;SFK;;SNOP TANGER;HM;;Oui;NA;NA;Prestations Véhicules et Organes;Résolution pb Qualité - Fiab / LUP QC / SdF / SGP;PUL/QX92004445S01;;;---;BE;---;BE;NA;0,407;Calculée;S 460 MC SANS;2.5;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;3;Non partagé;forma;
1;8200211899;#¿NOMBRE?;28;Refused;RENFORT APPUI CRIC G;REINF-JACK SUPT,LH;R-0045965;Stopped;"IT-0147666
IT-0147667
IT-0147668
IT-0147669";"bw58602
ay24668
POOL_CHOC AR STRUCTURE
z001212";"None
None
None
Reject";correction in --AB count & coating Z100 addition in note;"

POOL_CHOC AR STRUCTURE
PFE";RENFORT APPUI CRIC G;Refused;3;6;0,5;12;SOUBASSEMENT;X52;F11771;Fonction;APPUI AR POUR CRIC;Renault;1;Projet; TRICORPS, BREAK ET BERLINE (PH1 ET PH2);;NA;NA;4; MOP,RMA,TAN;0M000;NA;1;Valide;"	";20/11/2014;F11771/AD;NA;;RENFORT 1 D' APPUI AR G POUR CRIC;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,RMA,MOP;0M000;Officielle;;;;BE;;NA;DOC 426110 CO X90;781718619R;RENFORT APPUI CRIC G;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; EXT,TOA,ORU,UAS,MOP,OCM,MAH,RMA,CHN,TAN;NA;RQ-;NA;-;SF0;;SC GIC NOSAG METAL SRL;SD;;Oui;NA;NA;Inducteurs Spécifiques;Non définie;;;;---;BE;---;BE;NA;0,718;Calculée;SP121BQ SANS;2.5;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;3;Non partagé;técnico;
1;648602135R;#¿NOMBRE?;19;Refused;SUPPORT BAC BATTERIE SUR CAISSE ASS;SUPT ASSY-ON BAT TRAY BODY;R-0028189;Stopped;"IT-0093569
IT-0093570
IT-0093571
IT-0093572
IT-0093573";"ay10186
ay24055
ay24668
ay24668
bw59069";"None
Reject
None
None
None";MAJ;;SUPPORT BAC BATTERIE SUR CAISSE ASS;Refused;7;15;0,4666667;12;SOUBASSEMENT;X52;F10740;Fonction;STRUCTURE D' ADAPTATION BAC A BATTERIE;Renault;1;Projet; TRICORPS, BERLINE ET BREAK;;NA;NA;4;IZH;0M000;NA;2;Valide;"	";06/11/2014;F10740/AE;NA;;SUPPORT SUR CAISSE DE BAC A BATTERIE PARTIE SUP;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;;;;EXT;0M000;Officielle;BE;;NA;DOC 426020;641647637R;SUPPORT SUR CAISSE BAC BATTERIE PRT SUP;PIE;Renault;0M000;KY2;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; MOP,EXT;NA;-Q-;NA;-;RFK;;;PK;;Oui;NA;NA;Inducteurs Spécifiques;Evolution du process;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,848;Calculée;HX300LAD+Z140 Z140;1.4;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;22;;procedimiento;
1;8200211076;#¿NOMBRE?;19;Refused;APPUI RESSORT SUSPENSION AR;REINF-RR SIDE MBR,CTR LH;R-0050139;Stopped;IT-0160571;z001212;Reject;no need to specify --p near common label;PFE;APPUI RESSORT SUSPENSION AR;Refused;1;3;0,3333333;12;SOUBASSEMENT;X52;F11011;Fonction;STRUCTURE D' ADAPTATION DE LA SUSPENSION AR;Renault;2;Projet; BERLINE, BREAK & TRICORPS;;NA;NA;2; OCM,RMA,TOA,IZH,IBO;0M000;NA;3;Valide;"	";09/01/2015;F11011/AP;NA;;APPUI RESSORT SUSPENSION AR G;8708.8;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,OCM,IZH,TOA;0M000;Officielle;;;;BE;;NA;LBK52 C/O X90 DOC 426110;8200211076;APPUI RESSORT SUSPENSION AR G;PIE;Renault;0M501;KY2;Renault;NA; PCE Pièce, Unité;MOP;0M000;Officielle;EXT;0M000;Officielle; EXT,MOP,UAS,ORU,NSA,TOA,OCM,TAN,IZH,ARU;NA;-Q-;NA;D;SFK;800;SNOP TANGER;JL;;Oui;NA;NA;Gestion Documentaire;Brut;Initialisation par PDP;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,67;Calculée;XES- G6/7;2;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;1;Non partagé;forma;
1;8200303575;#¿NOMBRE?;47;Refused;LONGERON AV G PARTIE AV;MBR-SIDE, FR LH FR PART;R-0111765;Stopped;"IT-0362567
IT-0362568
IT-0362569";"a192101
POOL_GAZ VEHICULE GNC
z001212";"Approve
None
None";ok (vu lup ok ppc);"POOL_CHOC FRTL PRTN OCCUPANT

";LONGERON AV G PARTIE AV ASS;Refused;2;4;0,5;12;SOUBASSEMENT;X52;ASS002414;Fonction;LONGERON AV PARTIE AV G ASS;Renault;2;Projet;TOUS TYPES;;NA;NA;3; TOA,IZH;0M000;NA;1;Valide;"	";29/05/2014;ASS002414;NA;;LONGERON AV PARTIE AV G ASS;8708.29;NA;Fournisseur;NA;NA;NA;0;0;NA;1;NA;;; IZH,TOA;0M000;Officielle;;;;BE;;NA;DOC 426020;751112523R;LONGERON AV G PARTIE AV ASS;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité; TOA,IZH;0M000;Officielle;;;; TOA,IZH;NA;RQ-;NA;*;9S0;;;CT;;Non;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;---;BE;---;BE;NA;2,251;Calcul automatique;;;Plan de définition obligatoire;Renault;Plan;#¿NOMBRE?;1;Non partagé;procedimiento;
1;8200295183;#¿NOMBRE?;31;Refused;LONGERON AR G ASS;MBR ASSY-SIDE,RR LH;R-0100628;Stopped;"IT-0324326
IT-0324327
IT-0324328
IT-0324329
IT-0324323
IT-0324324
IT-0324325
IT-0324330
IT-0324331
IT-0324332
IT-0324333";"a030348
POOL_CHOC AR STRUCTURE
ay32815
ay22130
a177796
ac61710
POOL_ATTELAGE
ay13673
ay29530
ac61633
au00864";"Approve
None
Approve
None
Reject
Approve
None
None
None
None
Approve";"Sheets 2,3,4
For diameter 12.7 hole, remove CSR R004
For weld nut, replace 39-02-811 by EM34 SO 702";"POOL_ANCRAGE C/S LOCALISATION

Anticorrosion

POOL_ANCRAGE C/S RESISTANCE
POOL_SIEGE ANCRAGE SIEGE VP VU




";LONGERON AR G ASS;Refused;4;7;0,5714286;12;SOUBASSEMENT;X79;ASS002962;Fonction;LONGERON AR G P-ASS 1;Renault;3;Projet;SUV 5 PORTES PH2;;NA;NA;13;ORU;0M000;NA;1;Valide;"	";29/08/2017;ASS002962;NA;;LONGERON AR G P-ASS 1;8708.29;NA;Fournisseur;NA;NA;NA;0;0;NA;1;NA;;;ORU;0M000;Officielle;;;;BE;;NA;DOC 426110;755119170R;LONGERON AR G P-ASS;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;ORU;0M000;Officielle;;;;ORU;NA;RQ-;NA;*;9S0;;;JL;;Non;NA;NA;Inducteurs Spécifiques;Evolution du process;;;;---;BE;---;BE;NA;4,59;Calcul automatique;;;Plan de définition obligatoire;Renault;Plan;#¿NOMBRE?;29;;técnico;
1;8200295184;#¿NOMBRE?;26;Refused;LONGERON AR D ASS;MBR ASSY-SIDE,RR RH;R-0041712;Stopped;"IT-0134435
IT-0134436
IT-0134437
IT-0134438
IT-0134439
IT-0134440
IT-0134441
IT-0134442
IT-0134443
IT-0134444";"ay24055
ay24668
a178362
a178362
POOL_ATTELAGE
a192101
a030348
ac61710
bw59069
ay07068";"Approve
Approve
Approve
Approve
None
Approve
Approve
Approve
Approve
Reject";-2146826259;"
ANTICORROSION
Remorquage
ECE 14 (Résistance)
POOL_ATTELAGE
POOL_CHOC AR STRUCTURE
POOL_ANCRAGE C/S LOCALISATION

Endurance Generale
PS";LONGERON AR D ASS;Refused;4;7;0,5714286;12;SOUBASSEMENT;X79;ASS002953;Fonction;LONGERON AR D P-ASS 1;Renault;3;Projet;SUV 5 PORTES PH2;;NA;NA;12;ORU;0M000;NA;1;Valide;"	";29/08/2017;ASS002953;NA;;LONGERON AR D P-ASS 1;8708.29;NA;Fournisseur;NA;NA;NA;0;0;NA;1;NA;;;ORU;0M000;Officielle;;;;BE;;NA;DOC 426110;755101956R;LONGERON AR D P-ASS;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;ARU;0P000;Officielle;;;; ORU,ARU;NA;RQ-;NA;*;9S0;;;XE;;Non;NA;NA;Inducteurs Spécifiques;Evolution du process;;;;---;BE;---;BE;NA;4,57;Calcul automatique;;;Plan de définition obligatoire;Renault;Plan;#¿NOMBRE?;28;;procedimiento;
1;2DL551647R;---;3;Refused;SUPPORT AV RZ ADT UREE SUR SBS ASS;BRKT ASSY-UREA ADD TANK, FR ON SUBFRAME;R-0071076;Stopped;"IT-0225823
IT-0225824
IT-0225825
IT-0225826
IT-0225827";"ay23642
ay10755
a192101
bw59069
bw58552";"Reject
Approve
Approve
None
Approve";"Référence d'ASS a mettre a jour.

Planche 1, Vignette 020 chc ar struct : mettre un """"x"""" au dessus de UNR 32-34 et GS 37/40.";"
antico
POOL_CHOC AR STRUCTURE

";SUPPORT RESERVOIR ADT UREE SUR SBS ASS;Refused;2;3;0,6666667;12;SOUBASSEMENT;X52;F21206;Fonction;STRUCTURE D' ADAPTATION RESERVOIR ADDITIONNEL UREE SUR SBS;Renault;2;Projet; BERLINE, TRICORPS ET BREAK E06T;;NA;NA;3; MOP,TAN;0M000;NA;2;Valide;"	";02/02/2018;F21206/AA;NA;;SUPPORT AV RESERVOIR ADDITIONNEL UREE SUR SBS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;;;;EXT;0M000;Officielle;BE;;NA;DOC 426100;745S26024R;SUPPORT AV RESERVOIR ADDITIONNEL UREE;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle;EXT;NA;RQ-;NA;-;RFK;;;5G;;Non;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,348;Calculée;DX54D+Z140MBO Z140;1.5;Plan et Num 3D obligatoires;Renault;Plan;---;8;;forma;
1;673388002R;--C;6;Refused;TRAVERSE TABLIER P-ASS;MBR PRE ASSY-CROSS, DASH;R-0041341;Stopped;IT-0133684;z001212;Reject;Need to update the INDEX;PFE;TRAVERSE TABLIER P-ASS;Refused;1;5;0,2;12;SOUBASSEMENT;X79;F14370;Fonction;TRAVERSE DE TABLIER;Renault;4;Projet;SUV 5 PORTES PH 1 & PH1' & MOP DD;;NA;NA;2; MOP,CHN;0M000;NA;1;Valide;"	";04/05/2016;F14370/AH;NA;;TRAVERSE TABLIER PARTIE CENTRALE;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;MOP;0M000;Officielle;EXT;0M000;Officielle;BE;;NA;DOC 426065;671220444R;TRAVERSE TABLIER;PIE;Renault;0M000;KY2;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; EXT,MOP;NA;PQ-;NA;-;SF0;;GESTAMP AUTOMOTIVE CHENNAI P;AC;;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;2,892;Calculée;SP781GA GA ZN 45/45 GSM;1.8;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;8;;procedimiento;
1;2DL435290R;#¿NOMBRE?;7;Refused;LONGERON AV G PARTIE AV;MBR-SIDE, FR LH FR PART;R-0068198;Stopped;"IT-0216690
IT-0216691
IT-0216692
IT-0216693
IT-0216694
IT-0216695
IT-0216696
IT-0216697";"a192101
z004320
ay10186
ay10755
ay32815
ac61633
bw58602
ay29530";"Reject
Approve
None
Approve
Approve
None
Approve
Approve";"Mettre le PPC secu passive en signataire : Liviu GEICU
Sous reserve de l'accord du PPC  Liviu GEICU
(ajou details specif vu pl 4, ajou pl6 et 7)
ok (ajou goujon)
-""""In Electrical connection tittle block """"""""X"""""""" is not marked in Affected by standards. so, No need for Electr Liaison approval.-For the next revision please update the """"""""X"""""""" mark in the Affected by standards




Endurance Generale";"POOL_CHOC FRTL PRTN OCCUPANT
POOL_LIAISONS ELECTRIQUES

antico
ANTICORROSION


";LONGERON AV G PARTIE AV ASS;Validated;2;2;0;12;SOUBASSEMENT;XHA;F18742;Fonction;LONGERON AV G;Renault;5;Projet;HHA PH2 H4M;;NA;NA;1;ORU;0RDBA;NA;1;Valide;"	";01/11/2018;F18742/AD;NA;;PARTIE AV DE LONGERON AV G;8708.29;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;ORU;0RDBA;Officielle;;;;BE;;NA;;751138772R;LONGERON AV G PARTIE AV;PIE;Renault;0M000;XCP;Renault;NA; PCE Pièce, Unité;TOS;0M000;Officielle;;;; ORU,ARU,UAS;NA;RS-;NA;-;SFK;;OAO AVTOVAZ;UW;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;--C;BE;--C;BE;NA;2,501;Calculée;HX340LADZ140MBO   Z140;1.4;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;17;;técnico;
1;2DL551647R;---;4;Refused;SUPPORT RESERVOIR ADT UREE SUR SBS ASS;BRKT ASSY-SUBFRAME UREA ADDITIONAL TANK;R-0073344;Stopped;"IT-0233526
IT-0233527
IT-0233528
IT-0233529
IT-0233530";"a192101
ay10755
bw59069
ay23642
bw58552";"Approve
None
None
Reject
Approve";"Planche 1, Vignette 020 chc ar struct : mettre un """"x"""" au dessus de UNR 32-34 et GS 37/40 (pas en dessous. Above not under)


manque responsable 2D. norme soudure a mettre a jour";"POOL_CHOC AR STRUCTURE



";SUPPORT AV RZ ADT UREE SUR SBS ASS;Refused;1;1;1;12;SOUBASSEMENT;X52;F21206;Fonction;STRUCTURE D' ADAPTATION RESERVOIR ADDITIONNEL UREE SUR SBS;Renault;2;Projet; BERLINE, TRICORPS ET BREAK E06T;;NA;NA;3; MOP,TAN;0M000;NA;2;Valide;"	";02/02/2018;F21206/AA;NA;;SUPPORT AV RESERVOIR ADDITIONNEL UREE SUR SBS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;;;;EXT;0M000;Officielle;BE;;NA;DOC 426100;745S26024R;SUPPORT AV RESERVOIR ADDITIONNEL UREE;PIE;Renault;0M000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle;EXT;NA;RQ-;NA;-;RFK;;;5G;;Non;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;0,348;Calculée;DX54D+Z140MBO Z140;1.5;Plan et Num 3D obligatoires;Renault;Plan;---;8;;técnico;
1;2DO545487R;---;3;Refused;SUPPORT AR ECHAPPEMENT ASS;SUPT ASSY-EXH, RR;R-0068466;Stopped;"IT-0225538
IT-0225539
IT-0225540
IT-0225541
IT-0225542";"ay22130
ay10755
bw58602
bw58552
a192101";"Approve
Approve
Approve
Approve
Reject";"Endurance Generale

pas d'influence sur domaine 020 : ne plus faire signer";"
antico


POOL_CHOC AR STRUCTURE";SUPPORT AR ECHAPPEMENT ASS;Refused;2;4;0,5;12;SOUBASSEMENT;X79;F15900;Fonction;STRUCTURE D' ADAPTATION ECHAPPEMENT SUR SOUBASSEMENT;Renault;6;Projet;SUV 5PORTES TR4X2 VD H79 BS6 INDIA;;NA;NA;1;CHN;0M000;NA;1;Valide;"	";19/07/2018;F15900/AS;NA;;SUPPORT 2 AR D' ECHAPPEMENT SUR SOUBASSEMENT;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;;;;EXT;0M000;Officielle;BE;;NA;DOC 426020;745617306R;SUPPORT ECHAPPEMENT AR;PIE;Renault;0M000;KY2;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle;EXT;NA;---;NA;-;SF0;;;L2;;Oui;NA;NA;Inducteurs Spécifiques;Evolution du process;;;;---;BE;---;BE;NA;0,083;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;5;;técnico;
